Final_ID,Raw_ID,Candidate_ID,Requirement_Text,Predicted_Requirement_Type,Confidence_Score,Probability_Functional_Requirement,Probability_Operability,Probability_Performance,Probability_Security,Probability_Usability,Human_Decision,Hierarchy_ID
130,368,CAND_368,Periodic tests shall be assessed and performed with a frequency accounting for: 1.,Functional Requirement,0.616494602489176,0.616494602489176,0.11465473450800807,0.03656089769271979,0.05319261605993577,0.17909714925016038,Not Reviewed,4
131,370,CAND_370,Storage configuration shall be agreed with the customer in particular for the deployable mechanisms.,Functional Requirement,0.8355458667692242,0.8355458667692242,0.04185149756692291,0.02864233156107467,0.04246623682599269,0.051494067276785425,Not Reviewed,4
132,372,CAND_372,The periodic tests during storage shall cover: 1.,Functional Requirement,0.5048239356839731,0.5048239356839731,0.3290475775480527,0.031546497336175504,0.03682290596223979,0.09775908346955889,Not Reviewed,4
133,373,CAND_373,"overall functional test, testing of the rotating parts, power consumption measurement, TT&C space segment subsystem through tests caps (space segment element switched ON), testing of the propulsion space segment subsystem pressure through the telemetry, visual inspection of the separately stored space segment equipment in a suitable clean work area, contamination tests on the contamination probes.",Functional Requirement,0.7550104076718271,0.7550104076718271,0.10379538417651131,0.032751470454986796,0.06096611603829684,0.04747662165837798,Not Reviewed,1
134,376,CAND_376,Any additional test to the one listed in 4.6.3d shall be identified for customer approval.,Functional Requirement,0.8359543372320981,0.8359543372320981,0.07057267285980587,0.025041983803721933,0.042587736663424657,0.025843269440949234,Not Reviewed,4
135,377,CAND_377,The storage procedure shall be submitted to the customer for approval.,Functional Requirement,0.8561722632310186,0.8561722632310186,0.038792799366578534,0.024330266271240818,0.04407197726475204,0.03663269386641014,Not Reviewed,4
136,381,CAND_381,Space segment element or equipment to be re‐flown shall be re‐tested before the new flight in accordance with the verification programme and acceptance criteria defined for the new mission.,Functional Requirement,0.8361553353492532,0.8361553353492532,0.07927536100710153,0.01357793214934283,0.043238938267826994,0.02775243322647557,Not Reviewed,4
137,382,CAND_382,High level (system or element) functional testing shall be performed in preference to individual low level tests.,Functional Requirement,0.5419045320059761,0.5419045320059761,0.022274443146601992,0.2846838318797878,0.08566642424842275,0.06547076871921127,Not Reviewed,1
138,385,CAND_385,Use of qualification space segment element or equipment shall not be allowed unless agreed by the customer.,Functional Requirement,0.6101651471565107,0.6101651471565107,0.015790538896052718,0.014732155507666156,0.2008259505308175,0.15848620790895293,Not Reviewed,4
139,386,CAND_386,Additional testing of qualification space segment element or equipment subsequently selected for flight shall be compatible with the residual life.,Functional Requirement,0.6866624937883415,0.6866624937883415,0.26075831284958106,0.01975479928274238,0.01254388634447145,0.020280507734863583,Not Reviewed,4
140,388,CAND_388,In case of refurbishment or disassembly the qualification space segment element or equipment shall be subjected to an acceptance re‐testing to be agreed with the customer.,Functional Requirement,0.9212128704618415,0.9212128704618415,0.016745520931583813,0.017065057021516977,0.01803927058480685,0.026937281000251,Not Reviewed,2
141,391,CAND_391,The test baseline and sequencing shall be tailored to the specific space segment equipment type for each project.,Functional Requirement,0.7665511687613639,0.7665511687613639,0.19300568778426955,0.010524381677326099,0.014443353934773537,0.015475407842266836,Not Reviewed,4
142,393,CAND_393,"Where space segment equipment falls into two or more types, the combination of all required tests specified for each type shall be applied.",Functional Requirement,0.8497428302669618,0.8497428302669618,0.06155427007445648,0.010233912732035853,0.05832285383946666,0.020146133087079222,Not Reviewed,4
143,396,CAND_396,"The test sequence shall be performed, taking into account tests’ applicability, as defined for qualification in Table 5‐1, for acceptance in Table 5‐3, for protoflight in Table 5‐5.",Functional Requirement,0.8673999709816569,0.8673999709816569,0.030089033794458486,0.013480831807423887,0.026286265198345243,0.06274389821811542,Not Reviewed,4
144,399,CAND_399,Any unusual or unexpected behaviour shall be evaluated to determine the existence of any trend potentially leading to anomaly or failure situation.,Functional Requirement,0.7002257064333123,0.7002257064333123,0.05340648817025948,0.04489056090035465,0.06342099718681146,0.1380562473092621,Not Reviewed,4
145,400,CAND_400,PT and FFT shall be performed at the beginning and at the end of the test programme under ambient conditions.,Functional Requirement,0.5052920900851046,0.5052920900851046,0.30135522954650584,0.03365678224100783,0.11191584218802286,0.04778005593935888,Not Reviewed,4
146,401,CAND_401,NOTE Those tests provide the criteria for judging the integrity of the space segment equipment thought the overall test programme.,Functional Requirement,0.7865988777465899,0.7865988777465899,0.0651963088440069,0.027377277237262555,0.049608599109887026,0.07121893706225375,Not Reviewed,1
147,404,CAND_404,RFT shall be performed before and after each environmental test block as well as before and after transportation.,Functional Requirement,0.6758930357045536,0.6758930357045536,0.13654224945869425,0.032333856657450824,0.05413508778731655,0.10109577039198489,Not Reviewed,4
148,406,CAND_406,"PT, FFT or RFT, as relevant, shall be performed: 1.",Functional Requirement,0.5253212817481423,0.5253212817481423,0.05337224784226726,0.03995373426401359,0.04702655195318421,0.3343261841923927,Not Reviewed,4
149,409,CAND_409,"Space segment equipment, if operated during ascent and descent, shall be powered and configured in the corresponding operating mode during the environmental tests and parameters monitored to detect intermittent or persistent failures during the test.",Functional Requirement,0.5278157682548725,0.5278157682548725,0.43216596758520803,0.007248595949373868,0.015776702364196,0.01699296584634966,Not Reviewed,4
150,410,CAND_410,"Any space segment equipment pressurized during ascent shall be tested as specified in ECSS‐E‐ST‐32‐02 clause 5.4.4, and verified for internal pressure decay.",Functional Requirement,0.8183060585351871,0.8183060585351871,0.13890757242041762,0.01385695444315346,0.01332540332560694,0.015604011275634887,Not Reviewed,4
151,411,CAND_411,Adjustable protection functions shall be tested.,Functional Requirement,0.763286383502869,0.763286383502869,0.06066796778849722,0.03303831728820396,0.11462763666094047,0.02837969475948921,Not Reviewed,4
152,413,CAND_413,"The space segment equipment qualification test baseline shall consist of the tests specified in Table 5‐1 in line with requirement 5.1b, according to the type of the space segment equipment.",Functional Requirement,0.8653618348609434,0.8653618348609434,0.09011671281714437,0.007979706470110712,0.009499497053941711,0.027042248797859714,Not Reviewed,4
153,415,CAND_415,"to Level & Duration Applicability versus types of space segment equipment Application notes a b c d e f g h i j k l ECSS‐E‐ST‐10‐03C 1 June 2012 General Functional and performance (FFT/RFT) Humidity 5.5.1.1 5.5.1.2 Burn‐in Mechanical Physical properties Static load Spin Transient 5.5.1.4 5.5.2.1 5.5.2.2 5.5.2.2 5.5.2.2 Life 5.5.1.3 See Table 5‐2 No 1 X X R R R R R R R R R R R R R R For k (solar array), the deployment test is mandatory before and after the environmental tests (manual deployment before the environmental tests).",Functional Requirement,0.43859085846015766,0.43859085846015766,0.07145951427226745,0.4115867826518304,0.015643645819211707,0.06271919879653269,Not Reviewed,4
154,426,CAND_426,"If it is demonstrated that the susceptibility to shock of the space segment equipment is above the shock environment, the test needs not to be performed.",Operability,0.48472266562448585,0.4682814709969246,0.48472266562448585,0.008141712142481694,0.015574545852151584,0.023279605383956382,Not Reviewed,4
155,427,CAND_427,For k (solar array) shock qualification is performed at components level and confirmed during the deployment test.,Functional Requirement,0.5661644561978714,0.5661644561978714,0.09155622304916397,0.1378739736449371,0.09569513802272585,0.10871020908530168,Not Reviewed,3
156,437,CAND_437,Thermal Ambient test without vacuum test is applicable only to space segment equipment that operate under a non‐vacuum environment during their entire lifetime.,Operability,0.6379217699794792,0.33054445099949425,0.6379217699794792,0.006420914787197927,0.011490975691232867,0.013621888542595776,Not Reviewed,1
157,448,CAND_448,"6 Acoustic Maximum expected acoustic spectrum +3 dB 2 minutes 1 test If margins higher than 3 dB are specified by the Launcher Authority, they apply 7 Sinusoidal vibration KQ x Limit Load Spectrum sweep at 2 Oct/min, The qualification factor KQ is given in ECSS‐ E‐ST‐32‐10 clause 4.3.1 5 Hz ‐ 140 Hz On each of 3 orthogonal axes 48 No Test Levels Duration 8 Shock Maximum expected shock spectrum +3 dB qualification margin Duration representative of the expected environment (See note 1) (See note 2) Number of applications The number of shock application covering the complete life cycle of the FM H/W in all 3 orthogonal axes.",Performance,0.6844008265164818,0.19137503759361638,0.08210080182885002,0.6844008265164818,0.00874355832617283,0.03337977573487899,Not Reviewed,1
158,449,CAND_449,(See note 3) 9 Microvibration susceptibility Maximum predicted environment As needed for susceptibility determination As specified by the project.,Functional Requirement,0.48800807372850574,0.48800807372850574,0.4220000703741745,0.05129677295092263,0.016811109935447235,0.02188397301094986,Not Reviewed,4
159,451,CAND_451,This test is performed with no margins to consolidate the shock specification of the space segment equipment.,Functional Requirement,0.701993680968398,0.701993680968398,0.18191071873688186,0.014606402361554744,0.02704855480345692,0.07444064312970855,Not Reviewed,4
160,454,CAND_454,"49 No Test Levels Duration 10 Leak MDP pressure maintained for 30 minutes as minimum 11 Proof pressure jproof x MDP 5 minutes minimum hold time For the proof factor (jproof), apply ECSS‐E‐ST‐ 32‐02 Tables 4‐1 to 4‐9.",Performance,0.6626847887609186,0.2190048663503827,0.03319803390751242,0.6626847887609186,0.012836080053501505,0.07227623092768463,Not Reviewed,4
161,457,CAND_457,"1 test 13 Design burst pressure jburst x MDP 30 seconds as minimum 1 test For the burst factor (jburst), apply ECSS‐E‐ST‐ 32‐02 Tables 4‐1 to 4‐9.",Performance,0.6600895186202507,0.05014257510152875,0.21839820441461505,0.6600895186202507,0.01815940173346025,0.05321030013014512,Not Reviewed,4
162,462,CAND_462,Note 1: Thermal vacuum and thermal ambient tests are both performed for space segment equipment that operate under a non‐ vacuum environment after having been exposed to vacuum.,Operability,0.6110178684843389,0.340606644904873,0.6110178684843389,0.006717786819053188,0.01180329912857449,0.029854400663160408,Not Reviewed,4
163,465,CAND_465,"Mars mission, Venus mission) Note 2: Thermal Ambient test without vacuum test is applicable only to space segment equipment that operate under a non‐ vacuum environment during their entire lifetime.",Operability,0.6115682043207926,0.3562729475442687,0.6115682043207926,0.006355653616282847,0.011932226597476493,0.013870967921179344,Not Reviewed,1
164,469,CAND_469,"for ESD test See ECSS‐E‐ST‐20‐08 for the solar array and solar panels See ECSS‐E‐ST‐20‐08 for the solar array and solar panels 19 Passive Intermodulation 20 Corona and arc discharge See ECSS‐E‐ST‐20 clause 7.4 Maximum operational voltage and maximum RF output power for RF equipment See ECSS‐E‐ST‐20 clause 7.4 10 to 15 minutes 1 test sweep over the critical pressure range over 10 hPa to 0, 1 hPa For a given frequency, minimum gap within the space segment equipment, and given pressure a Paschen curve is defined.",Functional Requirement,0.5439271097235364,0.5439271097235364,0.1011144775956695,0.28003410417577995,0.014984056454022862,0.05994025205099127,Not Reviewed,4
165,470,CAND_470,This curve has a minimum of power within the pressure range.,Functional Requirement,0.4538222134397515,0.4538222134397515,0.23898424355876377,0.10354410315429492,0.1684562631870003,0.03519317666018955,Not Reviewed,4
166,473,CAND_473,"The space segment equipment acceptance test baseline shall consist of the tests specified in Table 5‐3 in line with requirement 5.1b, according to the type of the space segment equipment.",Functional Requirement,0.8653618348609434,0.8653618348609434,0.09011671281714437,0.007979706470110712,0.009499497053941711,0.027042248797859714,Not Reviewed,4
167,477,CAND_477,"5.5.2.8 See Table 5‐4 No 4 ‐ ‐ X ‐ ‐ ‐ ‐ ‐ ‐ ‐ ‐ ‐ ‐ ‐ ‐ ‐ ‐ ‐ ‐ ‐ ‐ ‐ ‐ ‐ ‐ ‐ ‐ ‐ X X ‐ ‐ ‐ ‐ ‐ ‐ ‐ To be performed, if the total duration of the acceptance test sequence is insufficient to detect material and workmanship defect occurring in the space segment equipment lifetime.",Functional Requirement,0.849707623387116,0.849707623387116,0.07366528649328215,0.03318566574279621,0.014876219842892096,0.028565204533913403,Not Reviewed,4
168,498,CAND_498,"NOTE 2: All tests type are listed independently of their application status: ‐ the black shading indicates that the type of test is never required or optional ‐ the grey shading indicates that there is no test level and duration specified in the Table 5‐4 since it is not a test where an environment is applied to the item under test 55 Table 5‐4: Space segment equipment ‐ Acceptance test levels and duration Test Levels Duration Random vibration Maximum expected spectrum +0dB on PSD values 1 minute Number of applications On each of 3 orthogonal axes Acoustic Maximum expected acoustic spectrum +0dB 1 minute 1 test ECSS‐E‐ST‐10‐03C 1 June 2012 NOTES No 1 2 3 Sinusoidal vibration KA x Limit Load Spectrum The acceptance factor KA is given in ECSS‐ E‐ST‐32‐10 clause 4.3.1 4 Microvibration Maximum predicted environment susceptibility 5 Leak MDP 6 Proof pressure jproof x MDP For the proof factor (jproof), apply ECSS‐E‐ST‐ 32‐02 Tables 4‐1 to 4‐9.",Functional Requirement,0.5753041359645148,0.5753041359645148,0.16049748699979652,0.23900080766532467,0.009118477682507757,0.016079091687856213,Not Reviewed,4
169,500,CAND_500,"Pressure maintained for 30 minutes as minimum In conformance with Figure 5‐1 5 minutes minimum hold time 1 56 No Test 7 Thermal vacuum Levels Duration Number of applications T A max T A min Op NOp Op NOp  T D max  T D min Op NOp Op NOp  5 C  5 C Lower acceptance margin than +/‐5 C, may be used for temperature below ‐170 C.",Performance,0.6310706470603563,0.14100113909115453,0.1294349233284382,0.6310706470603563,0.009998161117371087,0.08849512940268,Not Reviewed,4
170,502,CAND_502,"4 cycles 1 test or 1 or more cycles if combined with ambient cycles (See note 1 & 2) For solar panels, 5 cycles (See note 3) ECSS‐E‐ST‐10‐03C 1 June 2012 NOTES Note 1: Thermal vacuum and thermal ambient tests are both performed for space segment equipment that operate under a non‐vacuum environment after having been exposed to vacuum.",Operability,0.5646918211413694,0.3757836071589081,0.5646918211413694,0.012962961404943926,0.011689514118337813,0.034872096176440756,Not Reviewed,4
171,510,CAND_510,"4 cycles (See Note 2) 1 test or 4 cycles minus the number of cycles performed during the vacuum test 9 EMC Apply ECSS‐E‐ST‐20‐07 clause 5.4 Apply ECSS‐E‐ST‐20‐ 07 Clause 5.4 1 test 10 Passive intermodulation 11 Corona and Arc discharge For equipment see ECSS‐E‐ST‐20 clause 7.4 Maximum operational voltage and maximum RF output power for RF equipment Sweep over the critical pressure range over 10 hPa to 0,1 hPa See ECSS‐E‐ST‐20 clause 7.4 10 to 15 minutes 1 test ECSS‐E‐ST‐10‐03C 1 June 2012 NOTES Note 1: Ambient pressure depends on the type of mission (i.e.",Functional Requirement,0.604386599683235,0.604386599683235,0.04457620065108374,0.2559071571131247,0.008756398225019894,0.08637364432753669,Not Reviewed,4
172,511,CAND_511,"Mars mission, Venus mission) Note 2: Thermal ambient test without vacuum test is applicable only to space segment equipment that operate under a non‐vacuum environment during their entire lifetime.",Operability,0.6115682043207926,0.3562729475442687,0.6115682043207926,0.006355653616282847,0.011932226597476493,0.013870967921179344,Not Reviewed,1
173,513,CAND_513,"For a given frequency, minimum gap within the space segment equipment, and given pressure a Paschen curve is defined.",Functional Requirement,0.7148367260255364,0.7148367260255364,0.1602020365400992,0.02435587079215771,0.08936284856022035,0.011242518081986404,Not Reviewed,4
174,517,CAND_517,"The space segment equipment Protoflight test baseline shall consist of the tests specified in Table 5‐5 in line with requirement 5.1b, according to the type of the space segment equipment.",Functional Requirement,0.8653618348609434,0.8653618348609434,0.09011671281714437,0.007979706470110712,0.009499497053941711,0.027042248797859714,Not Reviewed,4
175,518,CAND_518,The following qualification tests shall be performed on a dedicated model and never on the Protoflight Model: 1.,Functional Requirement,0.6930739723682031,0.6930739723682031,0.11225701290696019,0.030942660871537346,0.03782448350247854,0.12590187035082087,Not Reviewed,4
176,521,CAND_521,"to Level & Duration Applicability versus types of space segment equipment Application notes a b c d e f g h i j k l General Functional and performance (FFT/RFT) Humidity 5.5.1.1 5.5.1.2 Life 5.5.1.3 See Table 5‐6 No 1 Burn‐in Mechanical 5.5.1.4 R R R R R R R R R R R R For k (solar array), the deployment test is mandatory before and after the environmental tests (manual deployment before the environmental tests).",Functional Requirement,0.6083452383172527,0.6083452383172527,0.06570641939051729,0.22418674145607637,0.027044087097732893,0.07471751373842087,Not Reviewed,4
177,552,CAND_552,"NOTE 2: All tests type are listed independently of their application status: ‐ the black shading indicates that the type of test is never required or optional ‐ the grey shading indicates that there is no test level and duration specified in the Table 5‐6 since it is not a test where an environment is applied to the item under test 61 Table 5‐6: Space segment equipment ‐ Protoflight test levels and duration No Test Levels Duration Number of applications NOTES ECSS‐E‐ST‐10‐03C 1 June 2012 1 Life Expected environment and maximum operational load 2 Spin KQ x spin rate The qualification factor KQ is given in ECSS‐E‐ST‐32‐10 For duration and cycles: 1 test For mechanisms, apply ECSS‐E‐ ST‐33‐01 Table 4‐3.",Functional Requirement,0.5822035272989325,0.5822035272989325,0.258442942174784,0.14085202058460794,0.006668361398663454,0.011833148543012064,Not Reviewed,4
178,553,CAND_553,"For batteries, apply ECSS‐E‐ST‐20 As needed to record data On each of 3 orthogonal axes 3 Transient KQ x Limit Load As needed to record data As specified The qualification factor KQ is given in ECSS‐E‐ST‐32‐10 clause 4.3.1 4 Random vibration Maximum expected spectrum +3 dB on PSD values 1 minute On each of 3 orthogonal axes If margins higher than 3 dB are specified by the Launcher Authority, they apply.",Functional Requirement,0.6746386431098704,0.6746386431098704,0.016949011467707976,0.199988567435124,0.09682454331526688,0.01159923467203052,Not Reviewed,4
179,554,CAND_554,"5 Acoustic Maximum expected acoustic spectrum +3 dB 1 minute 1 test If margins higher than 3 dB are specified by the Launcher Authority, they apply 6 Sinusoidal vibration KQ x Limit Load Spectrum sweep at 4 Oct/min, The qualification factor KQ is given in ECSS‐E‐ST‐32‐10 clause 4.3.1 5 Hz – 140 Hz On each of 3 orthogonal axes 62 No Test Levels Duration Number of applications 7 Shock Maximum expected shock spectrum +3 dB margin As specified by the project.",Functional Requirement,0.4631657721328808,0.4631657721328808,0.04073717378481291,0.4536081876893839,0.013988674814959887,0.028500191577962564,Not Reviewed,4
180,555,CAND_555,1 test (See note 1) (See note 2) 8 Microvibration Maximum predicted environment susceptibility 9 Leak MDP As needed for susceptibility determination As specified by the project.,Functional Requirement,0.5076109588770328,0.5076109588770328,0.41415599562838173,0.037078931325448566,0.018914752473980733,0.022239361695156147,Not Reviewed,4
181,556,CAND_556,Pressure maintained for 30 minutes as minimum In conformance with Figure 5‐1.,Performance,0.6332810851592986,0.113418197094216,0.07214130547215339,0.6332810851592986,0.01749964010574691,0.16365977216858504,Not Reviewed,4
182,557,CAND_557,"10 Proof pressure jproof x MDP 5 minutes minimum hold time 1 test For the proof factor (jproof), apply ECSS‐E‐ ST‐32‐02 Tables 4‐1 to 4‐9.",Performance,0.5820556473248365,0.3060127685967775,0.040415949514680874,0.5820556473248365,0.01597086910076293,0.05554476546294218,Not Reviewed,4
183,565,CAND_565,13 EMC See ECSS‐E‐ST‐20‐07 clause 5.4 See ECSS‐E‐ST‐20‐07 clause 5.4 1 test ECSS‐E‐ST‐10‐03C 1 June 2012 NOTES Note 1: Thermal vacuum and thermal ambient tests are both performed for space segment equipment that operate under a non‐vacuum environment after having been exposed to vacuum.,Operability,0.5278312683798085,0.423074198916204,0.5278312683798085,0.011024026034107823,0.008509319424090483,0.02956118724578919,Not Reviewed,4
184,572,CAND_572,"for ESD test See ECSS‐E‐ST‐20‐08 for the solar array and solar panels See ECSS‐E‐ST‐20‐08 for the solar array and solar panels 15 Passive See ECSS‐E‐ST‐20 clause 7.4 Intermodulation See ECSS‐E‐ST‐20 clause 7.4 ECSS‐E‐ST‐10‐03C 1 June 2012 NOTES 16 Corona and arc discharge Maximum operational voltage and maximum RF output power for RF equipment sweep over the critical pressure range over 10 hPa to 0,1 hPa 10 to 15 minutes 1 test For a given frequency, minimum gap within the space segment equipment, and given pressure a Paschen curve is defined.",Functional Requirement,0.49169627443931585,0.49169627443931585,0.09295388317312067,0.3330379726180555,0.014020858461021338,0.06829101130848667,Not Reviewed,4
185,575,CAND_575,65 ECSS‐E‐ST‐10‐03C 1 June 2012 5.5 Space segment equipment test programme implementation requirements 5.5.1 General tests 5.5.1.1 Functional and performance tests a.,Functional Requirement,0.5094320658198651,0.5094320658198651,0.24470084416890825,0.14853798132147286,0.0152625241845727,0.08206658450518112,Not Reviewed,4
186,576,CAND_576,"Functional tests shall verify the complete function of the space segment equipment, under the specified operating and environment conditions and in all operational modes.",Operability,0.6924362754628345,0.2585859678783116,0.6924362754628345,0.025057709291430707,0.009705118873929485,0.014214928493493617,Not Reviewed,1
187,577,CAND_577,"tests shall verify Performance the space segment equipment that performances, under the specified environment, are compliant with the performances specification.",Functional Requirement,0.508722739938191,0.508722739938191,0.3874008896596671,0.06784403366642826,0.011915615010179284,0.02411672172553444,Not Reviewed,4
188,580,CAND_580,"In case of internal redundancy, functional tests shall be performed on both chains taking into account the type of redundancy (e.g.",Functional Requirement,0.8601406267899326,0.8601406267899326,0.021188518689556537,0.018949583772288812,0.021406622467669462,0.07831464828055246,Not Reviewed,4
189,582,CAND_582,"In case of cross‐strapped configurations, requirements for testing shall be agreed with the customer.",Functional Requirement,0.8932608433706986,0.8932608433706986,0.023504757848565837,0.02460874397440382,0.02296896846341738,0.03565668634291449,Not Reviewed,4
190,583,CAND_583,Test parameters shall be varied throughout their specification ranges and the sequences expected in flight operation.,Functional Requirement,0.8270153026180871,0.8270153026180871,0.06750379929001803,0.02900523578429453,0.03356145147537421,0.04291421083222605,Not Reviewed,4
191,584,CAND_584,"Electrical tests shall include application of expected voltages, impedance, frequencies, pulses, and wave forms at the electrical interface of the space segment equipment, including all redundant circuits if any.",Operability,0.5124897511106731,0.45172417682597005,0.5124897511106731,0.01555009024665945,0.0033981688743595527,0.016837812942337726,Not Reviewed,4
192,586,CAND_586,Electrical test shall include the measurement of the electrical properties at the interfaces as specified in the ICD.,Functional Requirement,0.8492348072361183,0.8492348072361183,0.09284321530090119,0.009564228372322993,0.029307727470430357,0.019050021620227186,Not Reviewed,4
193,588,CAND_588,forms characteristic at Fault voltage tolerance of interface circuit shall be tested to ensure absence of failure propagation risks.,Operability,0.7169247048991145,0.10227320746724707,0.7169247048991145,0.013977407183191825,0.15062201986264068,0.01620266058780587,Not Reviewed,4
194,589,CAND_589,"When accessible, protection functions shall be tested.",Functional Requirement,0.7296306313032741,0.7296306313032741,0.030233781360838714,0.019624873808379774,0.17873827131057732,0.041772442216930106,Not Reviewed,4
195,592,CAND_592,"When protection function have the capability to be overwritten, the overwrite function shall be tested.",Functional Requirement,0.7119351161603584,0.7119351161603584,0.19734707441909288,0.02431562847143164,0.038963650193724116,0.027438530755392904,Not Reviewed,4
196,593,CAND_593,"For the solar array, the performance tests shall include the flasher test.",Functional Requirement,0.6911065584744754,0.6911065584744754,0.023400359962753196,0.2315128822128564,0.011470999287480802,0.042509200062434076,Not Reviewed,4
197,594,CAND_594,"Mechanical tests shall include application of torque, load and motion as specified.",Functional Requirement,0.6091402928529748,0.6091402928529748,0.05757677673960597,0.30418074830610986,0.007461149543870109,0.021641032557439297,Not Reviewed,4
198,595,CAND_595,"When relevant, internal alignment shall be verified as part of the functional test.",Functional Requirement,0.7515165014743803,0.7515165014743803,0.09962962931990246,0.02844859708452028,0.04078687920159891,0.07961839291959807,Not Reviewed,4
199,597,CAND_597,If the space segment equipment can be exposed to humidity level above 65 % during its life time then a humidity qualification test shall be performed.,Functional Requirement,0.61478516204436,0.61478516204436,0.06149683656667977,0.2650482214380619,0.025538731375529505,0.033131048575368756,Not Reviewed,4
200,599,CAND_599,For qualification humidity test the space segment equipment shall be installed in the chamber and tested in accordance with the following processes and steps: 1.,Operability,0.46954834849235505,0.43143564729807693,0.46954834849235505,0.00957607936848233,0.036806872844727716,0.05263305199635807,Not Reviewed,4
201,603,CAND_603,Perform the following process: (a) (b) Increase the temperature to +35 °C over a one hour period.,Security,0.3006100685177847,0.23834378455468386,0.17451151897431125,0.22120629824393578,0.3006100685177847,0.06532832970928441,Not Reviewed,4
202,604,CAND_604,Increase the humidity to not less than 95 % over a one hour period with the temperature maintained at +35 °C.,Functional Requirement,0.3215950900992101,0.3215950900992101,0.019720178101675378,0.20149531731221382,0.2551142335335147,0.20207518095338592,Not Reviewed,4
203,611,CAND_611,Perform the following process: (a) Increase the chamber temperature to +35 °C over a two hour period without adding any moisture to the chamber.,Security,0.3006100685177847,0.23834378455468386,0.17451151897431125,0.22120629824393578,0.3006100685177847,0.06532832970928441,Not Reviewed,4
204,612,CAND_612,(b) Dry the test component with air at room temperature and 50 % maximum relative humidity by blowing air through the chamber for six hours.,Functional Requirement,0.6689003598266259,0.6689003598266259,0.04679968620341651,0.14719131611970787,0.030742779292072853,0.10636585855817701,Not Reviewed,3
205,616,CAND_616,Perform the following process: (a) Place the space segment equipment in the test chamber and increase the temperature to +35 °C.,Functional Requirement,0.4795486300699758,0.4795486300699758,0.3929536647818255,0.015075013600683956,0.022781833268546672,0.0896408582789682,Not Reviewed,4
206,618,CAND_618,(c) Maintain conditions 5.5.1.2b.5(a) and 5.5.1.2b.5(b) for at least one hour.,Functional Requirement,0.4597705349340905,0.4597705349340905,0.08843765458146785,0.2254359190873653,0.2016678337322358,0.024688057664840623,Not Reviewed,4
207,620,CAND_620,(e) Maintain conditions 5.5.1.2b.5(d) for at least one hour.,Functional Requirement,0.4597705349340905,0.4597705349340905,0.08843765458146785,0.2254359190873653,0.2016678337322358,0.024688057664840623,Not Reviewed,4
208,622,CAND_622,Check the space segment equipment prior to the test and at the end of Cycle 3 (within 2 h after the drying) and visually inspect for deterioration or damage.,Functional Requirement,0.5858410796493849,0.5858410796493849,0.2686603725180332,0.05415934113449654,0.06662475161811174,0.024714455079973635,Not Reviewed,4
209,627,CAND_627,The life test for space segment equipment qualification shall be designed to demonstrate the ability of the space segment equipment to withstand the maximum operating the maximum number of predicted operational cycles during the “product lifetime” by providing the required performance at the end of life.,Functional Requirement,0.4389242988952171,0.4389242988952171,0.27631446736233223,0.2486665963143461,0.015545478729815728,0.02054915869828892,Not Reviewed,4
210,628,CAND_628,time and NOTE This test is performed on life‐limited space segment equipment or part of it.,Functional Requirement,0.7729270670764175,0.7729270670764175,0.0667106862007402,0.10773001778907532,0.01911592552295465,0.03351630341081241,Not Reviewed,4
211,629,CAND_629,The space segment equipment shall be set up to operate under the environmental conditions expected during actual operation.,Functional Requirement,0.5499957536991428,0.5499957536991428,0.39862564434209746,0.02976230304994898,0.01025619085497303,0.011360108053837744,Not Reviewed,4
212,632,CAND_632,"ambient, thermal, If the launch impacts the lifetime, test simulating the launch constraints shall be performed prior the lifetime test to ensure proper mechanical setting.",Operability,0.42338498961549764,0.25254593681610377,0.42338498961549764,0.02003014430828754,0.23176379819524806,0.07227513106486295,Not Reviewed,4
213,634,CAND_634,"launch constraints are vibration, The space segment equipment shall be either selected at random from production lot or be the qualification space segment equipment.",Functional Requirement,0.8073895983622972,0.8073895983622972,0.10218186844410315,0.012179458323266085,0.05388026831190571,0.02436880655842792,Not Reviewed,4
214,635,CAND_635,"The demonstration of the lifetime shall be performed in the expected environment, using the sum of the predicted nominal ground cycle and the in‐orbit cycle plus the qualification margins.",Operability,0.43689657454428465,0.23065982712539893,0.43689657454428465,0.126401154560316,0.04619977504216168,0.15984266872783867,Not Reviewed,4
215,637,CAND_637,"NOTE 2 For space segment equipment that operate continuously in orbit, or at very high duty cycles, techniques can be employed accelerated test 68 ECSS‐E‐ST‐10‐03C 1 June 2012 pending demonstration that this leads to realistic results and approval by the customer.",Functional Requirement,0.8132477605623956,0.8132477605623956,0.0975894289477002,0.0625289246987591,0.009977407858554254,0.016656477932590875,Not Reviewed,4
216,638,CAND_638,Performances shall be monitored continuously or at regular intervals.,Functional Requirement,0.833279334064547,0.833279334064547,0.03841874862850083,0.034411860650948076,0.04958785661266025,0.044302200043343884,Not Reviewed,4
217,639,CAND_639,All the components of an actuation chain shall be submitted to the same number of actuations.,Functional Requirement,0.7525447423605238,0.7525447423605238,0.018330393057946363,0.1568008113281153,0.029546791146381278,0.04277726210703323,Not Reviewed,3
218,642,CAND_642,"The total operating time and temperature for electrical space segment equipment burn‐in, shall be agreed with the customer.",Functional Requirement,0.678746576574636,0.678746576574636,0.14096694319487635,0.16227646632019646,0.008777778025791046,0.00923223588450028,Not Reviewed,4
